date,time,hour_of_day,day_of_week,is_weekend,aqi_index,pm2_5,pm10,co,no2,o3,so2,nh3,temp,humidity,pressure,wind_speed,forecast_1_temp,forecast_1_humidity,forecast_1_pressure,forecast_1_wind_speed,forecast_2_temp,forecast_2_humidity,forecast_2_pressure,forecast_2_wind_speed,forecast_3_temp,forecast_3_humidity,forecast_3_pressure,forecast_3_wind_speed,forecast_4_temp,forecast_4_humidity,forecast_4_pressure,forecast_4_wind_speed,forecast_5_temp,forecast_5_humidity,forecast_5_pressure,forecast_5_wind_speed,forecast_6_temp,forecast_6_humidity,forecast_6_pressure,forecast_6_wind_speed,forecast_7_temp,forecast_7_humidity,forecast_7_pressure,forecast_7_wind_speed,forecast_8_temp,forecast_8_humidity,forecast_8_pressure,forecast_8_wind_speed,forecast_9_temp,forecast_9_humidity,forecast_9_pressure,forecast_9_wind_speed,forecast_10_temp,forecast_10_humidity,forecast_10_pressure,forecast_10_wind_speed,forecast_11_temp,forecast_11_humidity,forecast_11_pressure,forecast_11_wind_speed,forecast_12_temp,forecast_12_humidity,forecast_12_pressure,forecast_12_wind_speed,forecast_13_temp,forecast_13_humidity,forecast_13_pressure,forecast_13_wind_speed,forecast_14_temp,forecast_14_humidity,forecast_14_pressure,forecast_14_wind_speed,forecast_15_temp,forecast_15_humidity,forecast_15_pressure,forecast_15_wind_speed,forecast_16_temp,forecast_16_humidity,forecast_16_pressure,forecast_16_wind_speed,forecast_17_temp,forecast_17_humidity,forecast_17_pressure,forecast_17_wind_speed,forecast_18_temp,forecast_18_humidity,forecast_18_pressure,forecast_18_wind_speed,forecast_19_temp,forecast_19_humidity,forecast_19_pressure,forecast_19_wind_speed,forecast_20_temp,forecast_20_humidity,forecast_20_pressure,forecast_20_wind_speed,forecast_21_temp,forecast_21_humidity,forecast_21_pressure,forecast_21_wind_speed,forecast_22_temp,forecast_22_humidity,forecast_22_pressure,forecast_22_wind_speed,forecast_23_temp,forecast_23_humidity,forecast_23_pressure,forecast_23_wind_speed,forecast_24_temp,forecast_24_humidity,forecast_24_pressure,forecast_24_wind_speed
2026-09-20,00:51:08,0,6,1,3,12.57,52.98,77.95,0.06,44.75,0.22,0,27.9,74,1011,2.06,28.19,75,1012,3.48,31.66,69,1012,4.4,33.98,64,1011,5.79,31.7,69,1010,7.2,29.08,79,1011,5.22,26.9,81,1012,5.85,26.48,83,1010,6.45,26.36,83,1010,6.26,27.45,77,1011,7.27,30.01,65,1011,7.41,30.58,63,1008,7.26,29.27,70,1006,8.18,27.85,80,1007,6.49,27.39,83,1009,4.82,26.85,85,1007,7.38,26.7,85,1007,6.87,27.35,82,1009,7.58,28.99,75,1009,8.71,29.45,73,1006,8.52,28.4,77,1005,7.77,27.15,83,1007,6.08,26.94,83,1008,5.9,26.56,84,1006,5.85,26.52,84,1006,6.05
2026-09-20,05:54:23,5,6,1,3,12.6,51.53,79.34,0.04,45.44,0.17,0,33.9,40,1013,2.06,34.07,40,1013,4.4,34.04,47,1012,5.79,32.49,60,1011,7.2,29.08,79,1011,5.22,26.9,81,1012,5.85,26.48,83,1010,6.45,26.36,83,1010,6.26,27.45,77,1011,7.27,30.01,65,1011,7.41,30.58,63,1008,7.26,29.27,70,1006,8.18,27.85,80,1007,6.49,27.39,83,1009,4.82,26.85,85,1007,7.38,26.7,85,1007,6.87,27.35,82,1009,7.58,28.99,75,1009,8.71,29.45,73,1006,8.52,28.4,77,1005,7.77,27.15,83,1007,6.08,26.94,83,1008,5.9,26.56,84,1006,5.85,26.52,84,1006,6.05,27.27,79,1008,7.11
2026-09-20,10:59:27,10,6,1,3,12.22,50.81,79.37,0.03,43.83,0.13,0,36.9,32,1010,5.66,37.07,32,1010,5.87,33.89,45,1010,5.47,30.35,65,1011,6.01,26.7,82,1010,6.54,26.49,82,1010,5.85,27.43,77,1011,7.18,30.09,64,1011,7.37,30.86,62,1008,6.87,29.34,69,1007,7.49,27.79,79,1008,6.53,27.4,82,1009,5.05,26.9,84,1007,7,26.84,82,1007,6.51,27.43,81,1009,7.37,29.14,74,1009,7.84,29.46,73,1006,8.45,28.53,75,1006,6.41,27.04,83,1007,6.32,26.84,84,1008,5.79,26.46,84,1007,5.03,26.33,85,1007,5.13,27.2,80,1009,6.25,28.85,72,1008,7.53,29.41,70,1006,7.39
2026-09-20,14:39:49,14,6,1,2,11.92,48.61,79.16,0.06,43.61,0.16,0,30.9,62,1010,5.66,31.07,62,1011,6.2,30.17,67,1011,5.22,28.05,76,1010,6.94,26.49,82,1010,5.9,27.47,77,1011,6.89,30.48,62,1011,6.72,31.34,60,1008,6.87,29.76,67,1006,7.85,28.14,77,1007,7.21,27.61,81,1009,5.26,26.98,84,1008,6.91,26.89,83,1007,6.15,27.4,82,1009,6.36,29.34,73,1009,7.43,29.59,72,1007,8.19,28.56,76,1006,6.58,27.26,82,1007,5.17,26.8,83,1008,5.81,26.47,85,1006,5.41,26.38,85,1007,5.03,27.17,80,1009,6.27,28.96,72,1008,7.44,29.58,70,1006,8.4,28.3,75,1005,7.39
2026-09-20,18:07:54,18,6,1,2,11.87,48.47,77.7,0.06,40.63,0.19,0,28.9,37,1012,2.06,28.57,52,1012,6.22,28.31,67,1011,5.72,28.71,75,1011,6.66,36.54,57,1011,6.27,32.22,55,1008,6.95,30.19,64,1006,7.97,28.46,74,1007,6.92,28.08,77,1009,4.34,27.19,84,1007,7.04,27.18,82,1007,5.77,27.83,80,1009,5.11,30.05,70,1009,6.76,30.42,68,1006,7.67,29.24,72,1006,6.51,27.6,80,1007,5.18,27.21,82,1008,5.81,26.47,85,1006,5.41,26.38,85,1007,5.03,27.17,80,1009,6.27,28.96,72,1008,7.44,29.58,70,1006,8.4,28.3,75,1005,7.39,27.23,81,1006,5.43,26.79,84,1007,5.47
2026-09-20,21:19:24,21,6,1,2,11.77,48.06,76.91,0.07,38.96,0.22,0,27.9,78,1011,1.54,28.03,79,1011,5.72,28.5,76,1011,6.66,36.54,57,1011,6.27,32.22,55,1008,6.95,30.19,64,1006,7.97,28.46,74,1007,6.92,28.08,77,1009,4.34,27.19,84,1007,7.04,27.18,82,1007,5.77,27.83,80,1009,5.11,30.05,70,1009,6.76,30.42,68,1006,7.67,29.24,72,1006,6.51,27.6,80,1007,5.18,27.21,82,1008,5.57,26.79,84,1006,5.87,26.82,83,1007,5.69,27.52,80,1009,6.68,29.36,70,1008,7.89,29.74,69,1006,8.47,28.53,74,1005,7.52,27.38,81,1006,5.95,26.87,83,1007,5.68,26.5,86,1006,6.01
