date,time,hour_of_day,day_of_week,is_weekend,aqi_index,pm2_5,pm10,co,no2,o3,so2,nh3,temp,humidity,pressure,wind_speed,forecast_1_temp,forecast_1_humidity,forecast_1_pressure,forecast_1_wind_speed,forecast_2_temp,forecast_2_humidity,forecast_2_pressure,forecast_2_wind_speed,forecast_3_temp,forecast_3_humidity,forecast_3_pressure,forecast_3_wind_speed,forecast_4_temp,forecast_4_humidity,forecast_4_pressure,forecast_4_wind_speed,forecast_5_temp,forecast_5_humidity,forecast_5_pressure,forecast_5_wind_speed,forecast_6_temp,forecast_6_humidity,forecast_6_pressure,forecast_6_wind_speed,forecast_7_temp,forecast_7_humidity,forecast_7_pressure,forecast_7_wind_speed,forecast_8_temp,forecast_8_humidity,forecast_8_pressure,forecast_8_wind_speed,forecast_9_temp,forecast_9_humidity,forecast_9_pressure,forecast_9_wind_speed,forecast_10_temp,forecast_10_humidity,forecast_10_pressure,forecast_10_wind_speed,forecast_11_temp,forecast_11_humidity,forecast_11_pressure,forecast_11_wind_speed,forecast_12_temp,forecast_12_humidity,forecast_12_pressure,forecast_12_wind_speed,forecast_13_temp,forecast_13_humidity,forecast_13_pressure,forecast_13_wind_speed,forecast_14_temp,forecast_14_humidity,forecast_14_pressure,forecast_14_wind_speed,forecast_15_temp,forecast_15_humidity,forecast_15_pressure,forecast_15_wind_speed,forecast_16_temp,forecast_16_humidity,forecast_16_pressure,forecast_16_wind_speed,forecast_17_temp,forecast_17_humidity,forecast_17_pressure,forecast_17_wind_speed,forecast_18_temp,forecast_18_humidity,forecast_18_pressure,forecast_18_wind_speed,forecast_19_temp,forecast_19_humidity,forecast_19_pressure,forecast_19_wind_speed,forecast_20_temp,forecast_20_humidity,forecast_20_pressure,forecast_20_wind_speed,forecast_21_temp,forecast_21_humidity,forecast_21_pressure,forecast_21_wind_speed,forecast_22_temp,forecast_22_humidity,forecast_22_pressure,forecast_22_wind_speed,forecast_23_temp,forecast_23_humidity,forecast_23_pressure,forecast_23_wind_speed,forecast_24_temp,forecast_24_humidity,forecast_24_pressure,forecast_24_wind_speed
2026-05-20,04:01:56,4,2,0,4,22.22,142.32,87.52,0.07,55.34,0.37,0,30.9,62,1005,6.69,30.99,64,1005,9.22,31.16,66,1004,9.57,30.19,69,1002,9.01,28.45,82,1003,7.6,27.95,86,1005,7.91,27.63,85,1003,7.87,27.54,83,1004,8.11,28.54,78,1005,8.66,30.26,70,1006,8.27,30.74,70,1004,9.07,29.73,76,1003,9.33,28.35,86,1004,9.1,27.96,88,1006,7.82,28.2,81,1005,8.34,28.54,79,1005,8.78,29.06,78,1006,9.64,30.48,72,1007,9.14,30.92,70,1005,9.94,30.13,74,1005,9.15,28.38,84,1005,8.83,28.17,85,1007,8.3,27.67,86,1005,8.33,27.72,83,1006,8.49,28.69,78,1008,8.57
2026-05-20,08:28:11,8,2,0,4,23.49,158.18,87.68,0.04,53.98,0.34,0,34.9,46,1004,9.26,35.07,46,1004,9.61,33.46,53,1003,8.84,30.6,70,1003,7.34,27.86,86,1005,8.07,27.6,85,1004,7.7,27.54,84,1004,8.7,28.5,78,1006,9.04,30.35,69,1005,8.68,30.74,70,1004,9.2,29.73,77,1003,9.4,28.25,86,1004,9.08,27.93,88,1006,8.09,28.27,80,1005,8.43,28.24,79,1005,8.75,28.77,78,1007,9.07,30.39,72,1007,9.36,30.85,70,1006,9.53,29.83,75,1005,8.64,28.3,84,1005,8.61,28.25,83,1007,8.39,27.68,85,1006,8.18,27.68,82,1006,8.33,28.57,77,1008,8.09,30.2,72,1008,8.48
2026-05-20,11:50:21,11,2,0,4,21.4,131.11,86.87,0.05,48.66,0.32,0,34.9,36,1002,8.75,35.07,36,1002,8.84,32.84,52,1002,7.34,30.26,70,1004,8.07,27.6,85,1004,7.7,27.54,84,1004,8.7,28.5,78,1006,9.04,30.35,69,1005,8.68,30.74,70,1004,9.2,29.73,77,1003,9.4,28.25,86,1004,9.08,27.93,88,1006,8.09,28.27,80,1005,8.43,28.24,79,1005,8.75,28.77,78,1007,9.07,30.39,72,1007,9.36,30.85,70,1006,9.53,29.83,75,1005,8.64,28.3,84,1005,8.61,28.25,83,1007,8.39,27.68,85,1006,8.18,27.68,82,1006,8.33,28.57,77,1008,8.09,30.2,72,1008,8.48,30.68,72,1007,9.05
2026-05-20,15:34:08,15,2,0,3,17.15,89.12,87.08,0.08,47.99,0.32,0,29.9,62,1004,7.2,29.36,70,1004,7.82,28.38,78,1004,7.58,27.45,85,1004,8.67,28.45,79,1005,9.09,30.36,70,1005,8.67,30.79,69,1004,8.95,29.75,76,1003,9.02,28.35,86,1004,9.01,27.97,88,1006,7.79,28.19,83,1005,8.38,28.46,77,1005,8.78,28.75,79,1007,9.04,30.35,72,1007,9.66,30.91,69,1005,9.76,30.03,75,1005,8.8,28.38,85,1005,8.14,28.12,84,1006,8.45,27.84,86,1005,8.66,27.58,86,1006,8.65,28.66,79,1008,8.75,30.28,72,1008,9.32,30.81,70,1006,9.36,29.89,75,1005,9.26,28.24,86,1005,9.02
